max_temp,min_temp,average_temp,dis_temp,stand_temp_dev,max_humidity,min_humidity,average_humidity,dis_humidity,stand_humidity_dev,max_pressure,min_pressure,average_pressure,dis_pressure,stand_pressure_dev
27.59,20.18,24.538260869565214,8.302396837944663,2.881388005448878,65.0,27.0,42.78260869565217,223.81422924901187,14.960422094613904,1020.0,1008.0,1014.9565217391304,30.043478260869563,5.48119314208773
