date,city,country,temp,feels_like
Mon May 26 13:00:39 2025,Москва,US,12.71,11.94
Mon May 26 13:19:05 2025,Москва,US,13.85,12.67
Sat May 31 16:29:26 2025,Москва,US,15.73,14.82
Fri Jun  6 11:58:04 2025,Москва,US,9.44,9.44
Sun Jun 15 16:11:06 2025,Москва,US,13.4,12.05
Sun Jun 15 16:11:06 2025,Москва,US,13.4,12.05
Sun Jun 15 16:11:06 2025,Москва,US,13.4,12.05
